source_state,recovery_state,year,n
Texas,New Jersey,2012,38
Texas,New Mexico,2012,86
Texas,New York,2012,107
Texas,North Carolina,2012,91
Texas,North Dakota,2012,3
Texas,Ohio,2012,50
Texas,Oklahoma,2012,62
Texas,Oregon,2012,21
Texas,Pennsylvania,2012,64
Texas,Puerto Rico,2012,34
Texas,Rhode Island,2012,4
Texas,South Carolina,2012,24
Texas,South Dakota,2012,2
Texas,Tennessee,2012,58
Texas,Texas,2012,7809
Texas,Us Virgin Islands,2012,5
Texas,Utah,2012,12
Texas,Vermont,2012,2
Texas,Virginia,2012,41
Texas,Washington,2012,40
Texas,West Virginia,2012,7
Texas,Wisconsin,2012,22
Texas,Wyoming,2012,3
Texas,Alabama,2011,40
Texas,Alaska,2011,2
Texas,Arizona,2011,96
Texas,Arkansas,2011,46
Texas,California,2011,357
Texas,Colorado,2011,68
Texas,Connecticut,2011,7
Texas,Delaware,2011,8
Texas,District Of Columbia,2011,15
Texas,Florida,2011,179
Texas,Georgia,2011,99
Texas,Guam & Northern Mariana Islands,2011,0
Texas,Hawaii,2011,1
Texas,Idaho,2011,4
Texas,Illinois,2011,136
Texas,Indiana,2011,26
Texas,Iowa,2011,10
Texas,Kansas,2011,28
Texas,Kentucky,2011,20
Texas,Louisiana,2011,213
Texas,Maine,2011,4
Texas,Maryland,2011,50
Texas,Massachusetts,2011,18
Texas,Michigan,2011,47
Texas,Minnesota,2011,32
Texas,Mississippi,2011,37
Texas,Missouri,2011,58
Texas,Montana,2011,4
Texas,Nebraska,2011,20
Texas,Nevada,2011,30
Texas,New Hampshire,2011,3
Texas,New Jersey,2011,40
Texas,New Mexico,2011,46
Texas,New York,2011,110
Texas,North Carolina,2011,86
Texas,North Dakota,2011,2
Texas,Ohio,2011,58
Texas,Oklahoma,2011,87
Texas,Oregon,2011,20
Texas,Pennsylvania,2011,58
Texas,Puerto Rico,2011,29
Texas,Rhode Island,2011,2
Texas,South Carolina,2011,20
Texas,South Dakota,2011,5
Texas,Tennessee,2011,48
Texas,Texas,2011,8542
Texas,Us Virgin Islands,2011,4
Texas,Utah,2011,6
Texas,Vermont,2011,8
Texas,Virginia,2011,53
Texas,Washington,2011,31
Texas,West Virginia,2011,3
Texas,Wisconsin,2011,19
Texas,Wyoming,2011,0
Texas,Alabama,2010,26
Texas,Alaska,2010,7
Texas,Arizona,2010,75
Texas,Arkansas,2010,40
Texas,California,2010,368
Texas,Colorado,2010,48
Texas,Connecticut,2010,9
Texas,Delaware,2010,5
Texas,District Of Columbia,2010,16
Texas,Florida,2010,196
Texas,Georgia,2010,97
Texas,Guam & Northern Mariana Islands,2010,0
Texas,Hawaii,2010,2
Texas,Idaho,2010,9
Texas,Illinois,2010,109
Texas,Indiana,2010,33
Texas,Iowa,2010,15
Texas,Kansas,2010,21
Texas,Kentucky,2010,20
Texas,Louisiana,2010,240
Texas,Maine,2010,3
Texas,Maryland,2010,57
Texas,Massachusetts,2010,14
Texas,Michigan,2010,54
Texas,Minnesota,2010,28
Texas,Mississippi,2010,38
Texas,Missouri,2010,60
Texas,Montana,2010,2
Texas,Nebraska,2010,15
Texas,Nevada,2010,39
Texas,New Hampshire,2010,0
Texas,New Jersey,2010,50
Texas,New Mexico,2010,37
Texas,New York,2010,93
Texas,North Carolina,2010,84
Texas,North Dakota,2010,0
Texas,Ohio,2010,53
Texas,Oklahoma,2010,82
Texas,Oregon,2010,18
Texas,Pennsylvania,2010,56
Texas,Puerto Rico,2010,21
Texas,Rhode Island,2010,0
Texas,South Carolina,2010,17
Texas,South Dakota,2010,2
Texas,Tennessee,2010,70
Texas,Texas,2010,8163
Texas,Us Virgin Islands,2010,9
Texas,Utah,2010,8
Texas,Vermont,2010,1
Texas,Virginia,2010,56
Texas,Washington,2010,23
Texas,West Virginia,2010,8
Texas,Wisconsin,2010,20
Texas,Wyoming,2010,6
Us Virgin Islands,Alabama,2023,0
Us Virgin Islands,Alaska,2023,0
Us Virgin Islands,Arizona,2023,0
Us Virgin Islands,Arkansas,2023,0
Us Virgin Islands,California,2023,0
Us Virgin Islands,Colorado,2023,0
Us Virgin Islands,Connecticut,2023,0
Us Virgin Islands,Delaware,2023,0
Us Virgin Islands,District Of Columbia,2023,0
Us Virgin Islands,Florida,2023,1
Us Virgin Islands,Georgia,2023,0
Us Virgin Islands,Guam & Northern Mariana Islands,2023,0
Us Virgin Islands,Hawaii,2023,0
Us Virgin Islands,Idaho,2023,0
Us Virgin Islands,Illinois,2023,0
Us Virgin Islands,Indiana,2023,0
Us Virgin Islands,Iowa,2023,0
Us Virgin Islands,Kansas,2023,0
Us Virgin Islands,Kentucky,2023,0
Us Virgin Islands,Louisiana,2023,0
Us Virgin Islands,Maine,2023,0
Us Virgin Islands,Maryland,2023,0
Us Virgin Islands,Massachusetts,2023,0
Us Virgin Islands,Michigan,2023,0
Us Virgin Islands,Minnesota,2023,0
Us Virgin Islands,Mississippi,2023,0
Us Virgin Islands,Missouri,2023,0
Us Virgin Islands,Montana,2023,0
Us Virgin Islands,Nebraska,2023,0
Us Virgin Islands,Nevada,2023,0
Us Virgin Islands,New Hampshire,2023,0
Us Virgin Islands,New Jersey,2023,0
Us Virgin Islands,New Mexico,2023,0
Us Virgin Islands,New York,2023,0
Us Virgin Islands,North Carolina,2023,0
Us Virgin Islands,North Dakota,2023,0
Us Virgin Islands,Ohio,2023,0
Us Virgin Islands,Oklahoma,2023,0
Us Virgin Islands,Oregon,2023,0
Us Virgin Islands,Pennsylvania,2023,0
Us Virgin Islands,Puerto Rico,2023,0
Us Virgin Islands,Rhode Island,2023,0
Us Virgin Islands,South Carolina,2023,0
Us Virgin Islands,South Dakota,2023,0
Us Virgin Islands,Tennessee,2023,0
Us Virgin Islands,Texas,2023,1
Us Virgin Islands,Us Virgin Islands,2023,7
Us Virgin Islands,Utah,2023,0
Us Virgin Islands,Vermont,2023,0
Us Virgin Islands,Virginia,2023,0
Us Virgin Islands,Washington,2023,0
Us Virgin Islands,West Virginia,2023,0
Us Virgin Islands,Wisconsin,2023,0
Us Virgin Islands,Wyoming,2023,0
Us Virgin Islands,Alabama,2022,0
Us Virgin Islands,Alaska,2022,0
Us Virgin Islands,Arizona,2022,0
Us Virgin Islands,Arkansas,2022,0
Us Virgin Islands,California,2022,0
Us Virgin Islands,Colorado,2022,0
Us Virgin Islands,Connecticut,2022,0
Us Virgin Islands,Delaware,2022,0
Us Virgin Islands,District Of Columbia,2022,0
Us Virgin Islands,Florida,2022,0
Us Virgin Islands,Georgia,2022,0
Us Virgin Islands,Guam & Northern Mariana Islands,2022,0
Us Virgin Islands,Hawaii,2022,0
Us Virgin Islands,Idaho,2022,0
Us Virgin Islands,Illinois,2022,0
Us Virgin Islands,Indiana,2022,0
Us Virgin Islands,Iowa,2022,0
Us Virgin Islands,Kansas,2022,0
Us Virgin Islands,Kentucky,2022,0
Us Virgin Islands,Louisiana,2022,0
Us Virgin Islands,Maine,2022,0
Us Virgin Islands,Maryland,2022,0
Us Virgin Islands,Massachusetts,2022,0
Us Virgin Islands,Michigan,2022,0
Us Virgin Islands,Minnesota,2022,0
Us Virgin Islands,Mississippi,2022,0
Us Virgin Islands,Missouri,2022,0
Us Virgin Islands,Montana,2022,0
Us Virgin Islands,Nebraska,2022,0
Us Virgin Islands,Nevada,2022,0
Us Virgin Islands,New Hampshire,2022,0
Us Virgin Islands,New Jersey,2022,0
Us Virgin Islands,New Mexico,2022,0
Us Virgin Islands,New York,2022,0
Us Virgin Islands,North Carolina,2022,0
Us Virgin Islands,North Dakota,2022,0
Us Virgin Islands,Ohio,2022,0
Us Virgin Islands,Oklahoma,2022,0
Us Virgin Islands,Oregon,2022,0
Us Virgin Islands,Pennsylvania,2022,0
Us Virgin Islands,Puerto Rico,2022,1
Us Virgin Islands,Rhode Island,2022,0
Us Virgin Islands,South Carolina,2022,0
Us Virgin Islands,South Dakota,2022,0
Us Virgin Islands,Tennessee,2022,0
Us Virgin Islands,Texas,2022,0
Us Virgin Islands,Us Virgin Islands,2022,5
Us Virgin Islands,Utah,2022,0
Us Virgin Islands,Vermont,2022,0
Us Virgin Islands,Virginia,2022,0
Us Virgin Islands,Washington,2022,0
Us Virgin Islands,West Virginia,2022,0
Us Virgin Islands,Wisconsin,2022,0
Us Virgin Islands,Wyoming,2022,0
Us Virgin Islands,Alabama,2021,0
Us Virgin Islands,Alaska,2021,0
Us Virgin Islands,Arizona,2021,0
Us Virgin Islands,Arkansas,2021,0
Us Virgin Islands,California,2021,0
Us Virgin Islands,Colorado,2021,0
Us Virgin Islands,Connecticut,2021,0
Us Virgin Islands,Delaware,2021,0
Us Virgin Islands,District Of Columbia,2021,0
Us Virgin Islands,Florida,2021,1
Us Virgin Islands,Georgia,2021,1
Us Virgin Islands,Guam & Northern Mariana Islands,2021,0
Us Virgin Islands,Hawaii,2021,0
Us Virgin Islands,Idaho,2021,0
Us Virgin Islands,Illinois,2021,0
Us Virgin Islands,Indiana,2021,0
Us Virgin Islands,Iowa,2021,0
Us Virgin Islands,Kansas,2021,0
Us Virgin Islands,Kentucky,2021,0
Us Virgin Islands,Louisiana,2021,0
Us Virgin Islands,Maine,2021,0
Us Virgin Islands,Maryland,2021,0
Us Virgin Islands,Massachusetts,2021,0
Us Virgin Islands,Michigan,2021,0
Us Virgin Islands,Minnesota,2021,0
Us Virgin Islands,Mississippi,2021,0
Us Virgin Islands,Missouri,2021,0
Us Virgin Islands,Montana,2021,0
Us Virgin Islands,Nebraska,2021,0
Us Virgin Islands,Nevada,2021,0
Us Virgin Islands,New Hampshire,2021,0
Us Virgin Islands,New Jersey,2021,0
Us Virgin Islands,New Mexico,2021,0
Us Virgin Islands,New York,2021,1
Us Virgin Islands,North Carolina,2021,0
Us Virgin Islands,North Dakota,2021,0
Us Virgin Islands,Ohio,2021,0
Us Virgin Islands,Oklahoma,2021,0
Us Virgin Islands,Oregon,2021,0
Us Virgin Islands,Pennsylvania,2021,0
Us Virgin Islands,Puerto Rico,2021,1
Us Virgin Islands,Rhode Island,2021,0
Us Virgin Islands,South Carolina,2021,0
Us Virgin Islands,South Dakota,2021,0
Us Virgin Islands,Tennessee,2021,0
Us Virgin Islands,Texas,2021,0
Us Virgin Islands,Us Virgin Islands,2021,10
Us Virgin Islands,Utah,2021,0
Us Virgin Islands,Vermont,2021,0
Us Virgin Islands,Virginia,2021,0
Us Virgin Islands,Washington,2021,0
Us Virgin Islands,West Virginia,2021,0
Us Virgin Islands,Wisconsin,2021,0
Us Virgin Islands,Wyoming,2021,0
Us Virgin Islands,Alabama,2020,0
Us Virgin Islands,Alaska,2020,0
Us Virgin Islands,Arizona,2020,0
Us Virgin Islands,Arkansas,2020,0
Us Virgin Islands,California,2020,0
Us Virgin Islands,Colorado,2020,0
Us Virgin Islands,Connecticut,2020,0
Us Virgin Islands,Delaware,2020,0
Us Virgin Islands,District Of Columbia,2020,0
Us Virgin Islands,Florida,2020,2
Us Virgin Islands,Georgia,2020,1
Us Virgin Islands,Guam & Northern Mariana Islands,2020,0
Us Virgin Islands,Hawaii,2020,0
Us Virgin Islands,Idaho,2020,0
Us Virgin Islands,Illinois,2020,0
Us Virgin Islands,Indiana,2020,0
Us Virgin Islands,Iowa,2020,0
Us Virgin Islands,Kansas,2020,0
Us Virgin Islands,Kentucky,2020,0
Us Virgin Islands,Louisiana,2020,0
Us Virgin Islands,Maine,2020,0
Us Virgin Islands,Maryland,2020,0
Us Virgin Islands,Massachusetts,2020,0
Us Virgin Islands,Michigan,2020,0
Us Virgin Islands,Minnesota,2020,0
Us Virgin Islands,Mississippi,2020,0
Us Virgin Islands,Missouri,2020,0
Us Virgin Islands,Montana,2020,0
Us Virgin Islands,Nebraska,2020,0
Us Virgin Islands,Nevada,2020,0
Us Virgin Islands,New Hampshire,2020,0
Us Virgin Islands,New Jersey,2020,0
Us Virgin Islands,New Mexico,2020,0
Us Virgin Islands,New York,2020,0
Us Virgin Islands,North Carolina,2020,0
Us Virgin Islands,North Dakota,2020,0
Us Virgin Islands,Ohio,2020,0
Us Virgin Islands,Oklahoma,2020,0
Us Virgin Islands,Oregon,2020,0
Us Virgin Islands,Pennsylvania,2020,0
Us Virgin Islands,Puerto Rico,2020,0
Us Virgin Islands,Rhode Island,2020,0
Us Virgin Islands,South Carolina,2020,0
Us Virgin Islands,South Dakota,2020,0
Us Virgin Islands,Tennessee,2020,3
Us Virgin Islands,Texas,2020,0
Us Virgin Islands,Us Virgin Islands,2020,25
Us Virgin Islands,Utah,2020,0
Us Virgin Islands,Vermont,2020,0
Us Virgin Islands,Virginia,2020,0
Us Virgin Islands,Washington,2020,0
Us Virgin Islands,West Virginia,2020,0
Us Virgin Islands,Wisconsin,2020,0
Us Virgin Islands,Wyoming,2020,0
Us Virgin Islands,Alabama,2019,0
Us Virgin Islands,Alaska,2019,0
Us Virgin Islands,Arizona,2019,0
Us Virgin Islands,Arkansas,2019,0
Us Virgin Islands,California,2019,0
Us Virgin Islands,Colorado,2019,0
Us Virgin Islands,Connecticut,2019,0
Us Virgin Islands,Delaware,2019,0
Us Virgin Islands,District Of Columbia,2019,0
Us Virgin Islands,Florida,2019,0
Us Virgin Islands,Georgia,2019,2
Us Virgin Islands,Guam & Northern Mariana Islands,2019,0
Us Virgin Islands,Hawaii,2019,0
Us Virgin Islands,Idaho,2019,0
Us Virgin Islands,Illinois,2019,0
Us Virgin Islands,Indiana,2019,0
Us Virgin Islands,Iowa,2019,0
Us Virgin Islands,Kansas,2019,0
Us Virgin Islands,Kentucky,2019,0
Us Virgin Islands,Louisiana,2019,0
Us Virgin Islands,Maine,2019,0
Us Virgin Islands,Maryland,2019,0
Us Virgin Islands,Massachusetts,2019,0
Us Virgin Islands,Michigan,2019,0
Us Virgin Islands,Minnesota,2019,0
Us Virgin Islands,Mississippi,2019,0
Us Virgin Islands,Missouri,2019,0
Us Virgin Islands,Montana,2019,0
Us Virgin Islands,Nebraska,2019,0
Us Virgin Islands,Nevada,2019,0
Us Virgin Islands,New Hampshire,2019,0
Us Virgin Islands,New Jersey,2019,1
Us Virgin Islands,New Mexico,2019,0
Us Virgin Islands,New York,2019,0
Us Virgin Islands,North Carolina,2019,0
Us Virgin Islands,North Dakota,2019,0
Us Virgin Islands,Ohio,2019,0
Us Virgin Islands,Oklahoma,2019,0
Us Virgin Islands,Oregon,2019,0
Us Virgin Islands,Pennsylvania,2019,0
Us Virgin Islands,Puerto Rico,2019,0
Us Virgin Islands,Rhode Island,2019,0
Us Virgin Islands,South Carolina,2019,0
Us Virgin Islands,South Dakota,2019,0
Us Virgin Islands,Tennessee,2019,0
Us Virgin Islands,Texas,2019,0
Us Virgin Islands,Us Virgin Islands,2019,8
Us Virgin Islands,Utah,2019,0
Us Virgin Islands,Vermont,2019,0
Us Virgin Islands,Virginia,2019,0
Us Virgin Islands,Washington,2019,0
Us Virgin Islands,West Virginia,2019,0
Us Virgin Islands,Wisconsin,2019,0
Us Virgin Islands,Wyoming,2019,0
Us Virgin Islands,Alabama,2018,0
Us Virgin Islands,Alaska,2018,0
Us Virgin Islands,Arizona,2018,0
Us Virgin Islands,Arkansas,2018,0
Us Virgin Islands,California,2018,0
Us Virgin Islands,Colorado,2018,0
Us Virgin Islands,Connecticut,2018,0
Us Virgin Islands,Delaware,2018,0
Us Virgin Islands,District Of Columbia,2018,0
Us Virgin Islands,Florida,2018,0
Us Virgin Islands,Georgia,2018,0
Us Virgin Islands,Guam & Northern Mariana Islands,2018,0
Us Virgin Islands,Hawaii,2018,0
Us Virgin Islands,Idaho,2018,0
Us Virgin Islands,Illinois,2018,0
Us Virgin Islands,Indiana,2018,0
Us Virgin Islands,Iowa,2018,0
Us Virgin Islands,Kansas,2018,0
Us Virgin Islands,Kentucky,2018,0
Us Virgin Islands,Louisiana,2018,0
Us Virgin Islands,Maine,2018,0
Us Virgin Islands,Maryland,2018,0
Us Virgin Islands,Massachusetts,2018,0
Us Virgin Islands,Michigan,2018,0
Us Virgin Islands,Minnesota,2018,0
Us Virgin Islands,Mississippi,2018,0
Us Virgin Islands,Missouri,2018,0
Us Virgin Islands,Montana,2018,0
Us Virgin Islands,Nebraska,2018,0
Us Virgin Islands,Nevada,2018,0
Us Virgin Islands,New Hampshire,2018,0
Us Virgin Islands,New Jersey,2018,0
Us Virgin Islands,New Mexico,2018,0
Us Virgin Islands,New York,2018,0
Us Virgin Islands,North Carolina,2018,0
Us Virgin Islands,North Dakota,2018,0
Us Virgin Islands,Ohio,2018,0
Us Virgin Islands,Oklahoma,2018,0
Us Virgin Islands,Oregon,2018,0
Us Virgin Islands,Pennsylvania,2018,0
Us Virgin Islands,Puerto Rico,2018,0
Us Virgin Islands,Rhode Island,2018,0
Us Virgin Islands,South Carolina,2018,0
Us Virgin Islands,South Dakota,2018,0
Us Virgin Islands,Tennessee,2018,0
Us Virgin Islands,Texas,2018,0
Us Virgin Islands,Us Virgin Islands,2018,12
Us Virgin Islands,Utah,2018,0
Us Virgin Islands,Vermont,2018,0
Us Virgin Islands,Virginia,2018,0
Us Virgin Islands,Washington,2018,0
Us Virgin Islands,West Virginia,2018,0
Us Virgin Islands,Wisconsin,2018,0
Us Virgin Islands,Wyoming,2018,0
Us Virgin Islands,Alabama,2017,0
Us Virgin Islands,Alaska,2017,0
Us Virgin Islands,Arizona,2017,0
Us Virgin Islands,Arkansas,2017,0
Us Virgin Islands,California,2017,1
Us Virgin Islands,Colorado,2017,0
Us Virgin Islands,Connecticut,2017,0
Us Virgin Islands,Delaware,2017,0
Us Virgin Islands,District Of Columbia,2017,0
Us Virgin Islands,Florida,2017,0
Us Virgin Islands,Georgia,2017,0
Us Virgin Islands,Guam & Northern Mariana Islands,2017,0
Us Virgin Islands,Hawaii,2017,0
Us Virgin Islands,Idaho,2017,0
Us Virgin Islands,Illinois,2017,0
Us Virgin Islands,Indiana,2017,0
Us Virgin Islands,Iowa,2017,0
Us Virgin Islands,Kansas,2017,0
Us Virgin Islands,Kentucky,2017,0
Us Virgin Islands,Louisiana,2017,1
Us Virgin Islands,Maine,2017,0
Us Virgin Islands,Maryland,2017,0
Us Virgin Islands,Massachusetts,2017,0
Us Virgin Islands,Michigan,2017,0
Us Virgin Islands,Minnesota,2017,0
Us Virgin Islands,Mississippi,2017,0
Us Virgin Islands,Missouri,2017,0
Us Virgin Islands,Montana,2017,0
Us Virgin Islands,Nebraska,2017,0
Us Virgin Islands,Nevada,2017,1
Us Virgin Islands,New Hampshire,2017,0
Us Virgin Islands,New Jersey,2017,0
Us Virgin Islands,New Mexico,2017,0
Us Virgin Islands,New York,2017,0
Us Virgin Islands,North Carolina,2017,0
Us Virgin Islands,North Dakota,2017,0
Us Virgin Islands,Ohio,2017,0
Us Virgin Islands,Oklahoma,2017,0
Us Virgin Islands,Oregon,2017,0
Us Virgin Islands,Pennsylvania,2017,0
Us Virgin Islands,Puerto Rico,2017,0
Us Virgin Islands,Rhode Island,2017,0
Us Virgin Islands,South Carolina,2017,0
Us Virgin Islands,South Dakota,2017,0
Us Virgin Islands,Tennessee,2017,0
Us Virgin Islands,Texas,2017,0
Us Virgin Islands,Us Virgin Islands,2017,23
Us Virgin Islands,Utah,2017,0
Us Virgin Islands,Vermont,2017,0
Us Virgin Islands,Virginia,2017,0
Us Virgin Islands,Washington,2017,0
Us Virgin Islands,West Virginia,2017,0
Us Virgin Islands,Wisconsin,2017,0
Us Virgin Islands,Wyoming,2017,0
Us Virgin Islands,Alabama,2016,0
Us Virgin Islands,Alaska,2016,0
Us Virgin Islands,Arizona,2016,0
Us Virgin Islands,Arkansas,2016,0
Us Virgin Islands,California,2016,0
Us Virgin Islands,Colorado,2016,0
Us Virgin Islands,Connecticut,2016,0
Us Virgin Islands,Delaware,2016,0
Us Virgin Islands,District Of Columbia,2016,0
Us Virgin Islands,Florida,2016,0
Us Virgin Islands,Georgia,2016,0
Us Virgin Islands,Guam & Northern Mariana Islands,2016,0
Us Virgin Islands,Hawaii,2016,0
Us Virgin Islands,Idaho,2016,0
Us Virgin Islands,Illinois,2016,0
Us Virgin Islands,Indiana,2016,0
Us Virgin Islands,Iowa,2016,0
Us Virgin Islands,Kansas,2016,0
Us Virgin Islands,Kentucky,2016,0
Us Virgin Islands,Louisiana,2016,0
Us Virgin Islands,Maine,2016,0
Us Virgin Islands,Maryland,2016,0
Us Virgin Islands,Massachusetts,2016,0
Us Virgin Islands,Michigan,2016,0
Us Virgin Islands,Minnesota,2016,0
Us Virgin Islands,Mississippi,2016,0
Us Virgin Islands,Missouri,2016,0
Us Virgin Islands,Montana,2016,0
Us Virgin Islands,Nebraska,2016,0
Us Virgin Islands,Nevada,2016,0
Us Virgin Islands,New Hampshire,2016,0
Us Virgin Islands,New Jersey,2016,0
Us Virgin Islands,New Mexico,2016,0
Us Virgin Islands,New York,2016,0
Us Virgin Islands,North Carolina,2016,0
Us Virgin Islands,North Dakota,2016,0
Us Virgin Islands,Ohio,2016,0
Us Virgin Islands,Oklahoma,2016,0
Us Virgin Islands,Oregon,2016,0
Us Virgin Islands,Pennsylvania,2016,0
Us Virgin Islands,Puerto Rico,2016,0
Us Virgin Islands,Rhode Island,2016,0
Us Virgin Islands,South Carolina,2016,0
Us Virgin Islands,South Dakota,2016,0
Us Virgin Islands,Tennessee,2016,0
Us Virgin Islands,Texas,2016,0
Us Virgin Islands,Us Virgin Islands,2016,23
Us Virgin Islands,Utah,2016,0
Us Virgin Islands,Vermont,2016,0
Us Virgin Islands,Virginia,2016,1
Us Virgin Islands,Washington,2016,0
Us Virgin Islands,West Virginia,2016,0
Us Virgin Islands,Wisconsin,2016,0
Us Virgin Islands,Wyoming,2016,0
Us Virgin Islands,Alabama,2015,0
Us Virgin Islands,Alaska,2015,0
Us Virgin Islands,Arizona,2015,0
Us Virgin Islands,Arkansas,2015,0
Us Virgin Islands,California,2015,0
Us Virgin Islands,Colorado,2015,0
Us Virgin Islands,Connecticut,2015,0
Us Virgin Islands,Delaware,2015,0
Us Virgin Islands,District Of Columbia,2015,1
Us Virgin Islands,Florida,2015,1
Us Virgin Islands,Georgia,2015,0
Us Virgin Islands,Guam & Northern Mariana Islands,2015,0
Us Virgin Islands,Hawaii,2015,0
Us Virgin Islands,Idaho,2015,0
Us Virgin Islands,Illinois,2015,0
Us Virgin Islands,Indiana,2015,0
Us Virgin Islands,Iowa,2015,0
Us Virgin Islands,Kansas,2015,0
Us Virgin Islands,Kentucky,2015,0
Us Virgin Islands,Louisiana,2015,0
Us Virgin Islands,Maine,2015,0
Us Virgin Islands,Maryland,2015,1
Us Virgin Islands,Massachusetts,2015,0
Us Virgin Islands,Michigan,2015,0
Us Virgin Islands,Minnesota,2015,0
Us Virgin Islands,Mississippi,2015,0
Us Virgin Islands,Missouri,2015,0
Us Virgin Islands,Montana,2015,0
Us Virgin Islands,Nebraska,2015,0
Us Virgin Islands,Nevada,2015,0
Us Virgin Islands,New Hampshire,2015,0
Us Virgin Islands,New Jersey,2015,0
Us Virgin Islands,New Mexico,2015,0
Us Virgin Islands,New York,2015,0
Us Virgin Islands,North Carolina,2015,0
Us Virgin Islands,North Dakota,2015,0
Us Virgin Islands,Ohio,2015,0
Us Virgin Islands,Oklahoma,2015,0
Us Virgin Islands,Oregon,2015,0
Us Virgin Islands,Pennsylvania,2015,0
Us Virgin Islands,Puerto Rico,2015,0
Us Virgin Islands,Rhode Island,2015,0
Us Virgin Islands,South Carolina,2015,0
Us Virgin Islands,South Dakota,2015,0
Us Virgin Islands,Tennessee,2015,0
Us Virgin Islands,Texas,2015,0
Us Virgin Islands,Us Virgin Islands,2015,28
Us Virgin Islands,Utah,2015,0
Us Virgin Islands,Vermont,2015,0
Us Virgin Islands,Virginia,2015,0
Us Virgin Islands,Washington,2015,0
Us Virgin Islands,West Virginia,2015,0
Us Virgin Islands,Wisconsin,2015,0
Us Virgin Islands,Wyoming,2015,0
Us Virgin Islands,Alabama,2014,0
Us Virgin Islands,Alaska,2014,0
Us Virgin Islands,Arizona,2014,0
Us Virgin Islands,Arkansas,2014,0
Us Virgin Islands,California,2014,0
Us Virgin Islands,Colorado,2014,0
Us Virgin Islands,Connecticut,2014,0
Us Virgin Islands,Delaware,2014,0
Us Virgin Islands,District Of Columbia,2014,0
Us Virgin Islands,Florida,2014,0
Us Virgin Islands,Georgia,2014,1
Us Virgin Islands,Guam & Northern Mariana Islands,2014,0
Us Virgin Islands,Hawaii,2014,0
Us Virgin Islands,Idaho,2014,0
Us Virgin Islands,Illinois,2014,0
Us Virgin Islands,Indiana,2014,0
Us Virgin Islands,Iowa,2014,0
Us Virgin Islands,Kansas,2014,0
Us Virgin Islands,Kentucky,2014,0
Us Virgin Islands,Louisiana,2014,0
Us Virgin Islands,Maine,2014,0
Us Virgin Islands,Maryland,2014,0
Us Virgin Islands,Massachusetts,2014,0
Us Virgin Islands,Michigan,2014,0
Us Virgin Islands,Minnesota,2014,0
Us Virgin Islands,Mississippi,2014,0
Us Virgin Islands,Missouri,2014,0
Us Virgin Islands,Montana,2014,0
Us Virgin Islands,Nebraska,2014,0
Us Virgin Islands,Nevada,2014,0
Us Virgin Islands,New Hampshire,2014,0
Us Virgin Islands,New Jersey,2014,0
Us Virgin Islands,New Mexico,2014,0
Us Virgin Islands,New York,2014,0
Us Virgin Islands,North Carolina,2014,0
Us Virgin Islands,North Dakota,2014,0
Us Virgin Islands,Ohio,2014,0
Us Virgin Islands,Oklahoma,2014,0
Us Virgin Islands,Oregon,2014,0
Us Virgin Islands,Pennsylvania,2014,1
Us Virgin Islands,Puerto Rico,2014,0
Us Virgin Islands,Rhode Island,2014,0
Us Virgin Islands,South Carolina,2014,0
Us Virgin Islands,South Dakota,2014,0
Us Virgin Islands,Tennessee,2014,0
Us Virgin Islands,Texas,2014,0
Us Virgin Islands,Us Virgin Islands,2014,27
Us Virgin Islands,Utah,2014,0
Us Virgin Islands,Vermont,2014,0
Us Virgin Islands,Virginia,2014,0
Us Virgin Islands,Washington,2014,0
Us Virgin Islands,West Virginia,2014,0
Us Virgin Islands,Wisconsin,2014,0
Us Virgin Islands,Wyoming,2014,0
Us Virgin Islands,Alabama,2012,0
Us Virgin Islands,Alaska,2012,0
Us Virgin Islands,Arizona,2012,0
Us Virgin Islands,Arkansas,2012,0
Us Virgin Islands,California,2012,0
Us Virgin Islands,Colorado,2012,0
Us Virgin Islands,Connecticut,2012,0
Us Virgin Islands,Delaware,2012,0
Us Virgin Islands,District Of Columbia,2012,0
Us Virgin Islands,Florida,2012,2
Us Virgin Islands,Georgia,2012,0
Us Virgin Islands,Guam & Northern Mariana Islands,2012,0
Us Virgin Islands,Hawaii,2012,0
Us Virgin Islands,Idaho,2012,0
Us Virgin Islands,Illinois,2012,0
Us Virgin Islands,Indiana,2012,0
Us Virgin Islands,Iowa,2012,0
Us Virgin Islands,Kansas,2012,0
Us Virgin Islands,Kentucky,2012,0
Us Virgin Islands,Louisiana,2012,0
Us Virgin Islands,Maine,2012,0
Us Virgin Islands,Maryland,2012,0
Us Virgin Islands,Massachusetts,2012,0
Us Virgin Islands,Michigan,2012,0
Us Virgin Islands,Minnesota,2012,0
Us Virgin Islands,Mississippi,2012,0
Us Virgin Islands,Missouri,2012,0
Us Virgin Islands,Montana,2012,0
Us Virgin Islands,Nebraska,2012,0
Us Virgin Islands,Nevada,2012,0
Us Virgin Islands,New Hampshire,2012,0
Us Virgin Islands,New Jersey,2012,0
Us Virgin Islands,New Mexico,2012,0
Us Virgin Islands,New York,2012,0
Us Virgin Islands,North Carolina,2012,0
Us Virgin Islands,North Dakota,2012,0
Us Virgin Islands,Ohio,2012,0
Us Virgin Islands,Oklahoma,2012,0
Us Virgin Islands,Oregon,2012,0
Us Virgin Islands,Pennsylvania,2012,0
